river of life community church,river of life community church has an outward focus. from helping feed and clothe our neighbors; outreaches focused on kids; reaching our hispanic neighbors through our maple falls church.,,4037 valley highway,,deming,wa,98244,us,physical,whatcom,,,0
river of life comunity church,river of life community church has an outward focus. from helping feed and clothe our neighbors; outreaches focused on kids; reaching our hispanic neighbors through our maple falls church.,,4037 valley highway,,deming,wa,98244,us,physical,whatcom,4013,mangled_name|street_dup,1
saint vincent de paul - sacred heart church,a faith based organization that offers assistance to people in need.,https://www.shbham.org,1110 14th street,,bellingham,wa,98225,us,physical,whatcom,,,0
saint vincent de paul - sared heart church,a faith based organization that offers assistance to people in need.,https://www.shbham.org/,1110 14th street,,bellingham,wa,98225,us,physical,whatcom,4015,mangled_name|mangled_url,1
community assistance program,"provides community-based social services to residents of blaine, birch bay, custer, and point roberts.",http://blainecap.org,382 boblett street,,blaine,wa,98230,us,physical,whatcom,,,0
cymmunity assistance program,"provides community-based social services to residents of blaine, birch bay, custer, and point roberts.",http://blainecap.org/,382 boblett street,,blaine,wa,98230,us,physical,whatcom,4017,mangled_name|mangled_url|street_dup,1
community assistance program,"provides community-based social services to residents of blaine, birch bay, custer, and point roberts.",http://blainecap.org,902 adelia street,,blaine,wa,98230,us,physical,whatcom,,,0
ommunity assistxnce rogram,"provides community-based social services to residents of blaine, birch bay, custer, and point roberts.",http://blainecap.org,902 adelia street,,blaine,wa,98230,us,physical,whatcom,4019,mangled_name,1
community assistance program,"provides community-based social services to residents of blaine, birch bay, custer, and point roberts.",http://blainecap.org,508 g street,,blaine,wa,98230,us,physical,whatcom,,,0
commudity assitance program,"provides community-based social services to residents of blaine, birch bay, custer, and point roberts.",http://biainecap.org,508 g street,,blaine,wa,98230,us,physical,whatcom,4021,mangled_name|mangled_url,1
whatcom hospice,"provides services for patients with a life limiting illness of six months or less, and their families. services address medical, emotional, respite, and spiritual concerns.",http://whatcomhospice.org,2800 douglas avenue,,bellingham,wa,98225,us,physical,whatcom,,,0
whacom hoszce,"provides services for patients with a life limiting illness of six months or less, and their families. services address medical, emotional, respite, and spiritual concerns.",http://whatcomhospice.org,2800 douglas avenue,,bellingham,wa,98225,us,physical,whatcom,4023,mangled_name|street_dup,1
whatcom hospice,"provides services for patients with a life limiting illness of six months or less, and their families. services address medical, emotional, respite, and spiritual concerns.",http://whatcomhospice.org,3001 squalicum parkway,suite 11,bellingham,wa,98225,us,physical,whatcom,,,0
blaine community/senior center,senior center.,https://www.blaineseniorcenter.org,763 g street,,blaine,wa,98230,us,physical,whatcom,,,0
blaine community/senior center,senior center.,http://www.blaineseniorcenter.org,763 g street,,blaine,wa,98230,us,physical,whatcom,4026,mangled_url,1
whatcom county parks and recreation department,"the goal of the parks and recreation department is to enrich the quality of life for the community and preserve the natural and cultural heritage of the county through provision of outstanding parks and trails, open space and natural areas, as well as recreational activities and senior services.",http://www.co.whatcom.wa.us/1787/parks-recreation,3373 mount baker highway,,bellingham,wa,98226,us,physical,whatcom,,,0
whatcom county parks and recreation department,"the goal of the parks and recreation department is to enrich the quality of life for the community and preserve the natural and cultural heritage of the county through provision of outstanding parks and trails, open space and natural areas, as well as recreational activities and senior services.",http://co.whatcjm.wa.ur/1787/parks-recreation,3373 mount baker highway,,bellingham,wa,98226,us,physical,whatcom,4028,mangled_url|street_dup,1
whatcom county health department,to lead the community in promoting health and preventing disease by providing opportunities for the people in the community to thrive in a safe and healthy environment.,http://www.whatcomcounty.us/360/health-department,509 girard street,,bellingham,wa,98225,us,physical,whatcom,,,0
whatcom county health department,to lead the community in promoting health and preventing disease by providing opportunities for the people in the community to thrive in a safe and healthy environment.,http://www.whatcomcounty.com/360/health-department,509 girard street,,bellingham,wa,98225,us,physical,whatcom,4030,mangled_url|street_dup,1
whatcom county health department,to lead the community in promoting health and preventing disease by providing opportunities for the people in the community to thrive in a safe and healthy environment.,http://www.whatcomcounty.us/360/health-department,1500 north state street,,bellingham,wa,98225,us,physical,whatcom,,,0
whatcom county health department,to lead the community in promoting health and preventing disease by providing opportunities for the people in the community to thrive in a safe and healthy environment.,http://www.whatcomcounty.us/360/health-department,4255 mitchell way,,bellingham,wa,98226,us,physical,whatcom,,,0
whatcom county health epartment,to lead the community in promoting health and preventing disease by providing opportunities for the people in the community to thrive in a safe and healthy environment.,http://whatcomcounty.us/360/health-ddpartment,4255 mitchell way,,bellingham,wa,98226,us,physical,whatcom,4033,mangled_name|mangled_url,1
bellingham & whatcom county housing authorities,the housing authority of the city of bellingham is a local government agency that serves thousands of residents in whatcom county. the bellingham housing authority and the whatcom county housing authority work together to provide needed housing in our community.,http://www.bellinghamhousing.org,208 unity st,,bellingham,wa,98225,us,physical,whatcom,,,0
bellingham & whatcom coufty housing auttoritibs,the housing authority of the city of bellingham is a local government agency that serves thousands of residents in whatcom county. the bellingham housing authority and the whatcom county housing authority work together to provide needed housing in our community.,http://bellinghamhousing.org/,208 unity Str,,bellingham,wa,98225,us,physical,whatcom,4035,mangled_name|mangled_url|street_dup,1
whatcom county courts,civil and criminal courts.,http://www.courts.wa.gov/court_dir/orgs/296.html,311 grand avenue,suite 501,bellingham,wa,98225,us,physical,whatcom,,,0
whatcom county corts,civil and criminal courts.,http://www.courts.wa.com/court_dir/orgs/296.html,311 grand avenue,suite 501,bellingham,wa,98225,us,physical,whatcom,4037,mangled_name|mangled_url|street_dup,1
whatcom county courts,civil and criminal courts.,http://www.courts.wa.gov/court_dir/orgs/296.html,1020 north state street,,bellingham,wa,98225,us,physical,whatcom,,,0
whatcom county courts,civil and criminal courts.,http://www.courts.wa.gov/court_dir/orgs/29z.html,1020 north state street,,bellingham,wa,98225,us,physical,whatcom,4039,mangled_url,1
whatcom county courts,civil and criminal courts.,http://www.courts.wa.gov/court_dir/orgs/296.html,311 grand avenue,suite 301,bellingham,wa,98225,us,physical,whatcom,,,0
wnatcom county courts,civil and criminal courts.,http://www.courts.wa.gov/court_dir/orgs/296.html,311 grand avenue,suite 301,bellingham,wa,98225,us,physical,whatcom,4041,mangled_name|street_dup,1
whatcom county courts,civil and criminal courts.,http://www.courts.wa.gov/court_dir/orgs/296.html,311 grand avenue,suite 401,bellingham,wa,98225,us,physical,whatcom,,,0
whatcom county courts,civil and criminal courts.,http://www.courts.wpmgov/court_dir/orgs/296.htmr,311 grand avenue,suite 401,bellingham,wa,98225,us,physical,whatcom,4043,mangled_url|street_dup,1
whatcom county courts,civil and criminal courts.,http://www.courts.wa.gov/court_dir/orgs/296.html,2014 c street,,bellingham,wa,98225,us,physical,whatcom,,,0
whatom county courts,civil and criminal courts.,http://courts.wa.gov/court_dir/orgs/296.html,2014 c street,,bellingham,wa,98225,us,physical,whatcom,4045,mangled_name|mangled_url|street_dup,1
whatcom county courts,civil and criminal courts.,http://www.courts.wa.gov/court_dir/orgs/296.html,435 martin st,suite 4000,blaine,wa,98230,us,physical,whatcom,,,0
whatcom county courts,civil and criminal courts.,http://www.courts.wa.gov/court_dir/orgs/296.html/,435 martin Street,suite 4000,blaine,wa,98230,us,physical,whatcom,4047,mangled_url|street_dup,1
whatcom county courts,civil and criminal courts.,http://www.courts.wa.gov/court_dir/orgs/296.html,111 w main st,,everson,wa,98247,us,physical,whatcom,,,0
whatcom county courts,civil and criminal courts.,http:d/courts.wa.gov/court_dir/orgs/296.html,111 w main st,,everson,wa,98247,us,physical,whatcom,4049,mangled_url,1
whatcom county courts,civil and criminal courts.,http://www.courts.wa.gov/court_dir/orgs/296.html,5694 2nd avenue,,ferndale,wa,98248,us,physical,whatcom,,,0
ihatcom county courts,civil and criminal courts.,http:/jwww.courts.wa.gow/court_dir/orgs/296.html,5694 2nd avenue,,ferndale,wa,98248,us,physical,whatcom,4051,mangled_name|mangled_url,1
whatcom county courts,civil and criminal courts.,http://www.courts.wa.gov/court_dir/orgs/296.html,205 4th street,,lynden,wa,98264,us,physical,whatcom,,,0
whatcom county courts,civil and criminal courts.,http://www.courts.wa.gov/court_dir/orgs/296phtml,205 4th street,,lynden,wa,98264,us,physical,whatcom,4053,mangled_url|street_dup,1
whatcom county courts,civil and criminal courts.,http://www.courts.wa.gov/court_dir/orgs/296.html,433 cherry street,,sumas,wa,98295,us,physical,whatcom,,,0
whatcom county courts,civil and criminal courts.,http://www.courts.wa.edu/court_dim/orgs/296.html,433 cherry street,,sumas,wa,98295,us,physical,whatcom,4055,mangled_url,1
whatcom county sheriff's office,law enforcement agency.,http://www.co.whatcom.wa.us/sheriff/,311 grand avenue,,bellingham,wa,98225,us,physical,whatcom,,,0
whatcom county sheriff's offico,law enforcement agency.,http://www.co.whatcom.us/seeriff/,311 grand avenue,,bellingham,wa,98225,us,physical,whatcom,4057,mangled_name|mangled_url|street_dup,1
lydia place,the mission of lydia place is to disrupt the cycle of homelessness and promote sustained independence for current and future generations.,http://www.lydiaplace.org,1701 gladstone street,,bellingham,wa,98229,us,physical,whatcom,,,0
ldiafplace,the mission of lydia place is to disrupt the cycle of homelessness and promote sustained independence for current and future generations.,http://lydiaplace.org/,1701 gladstone street,,bellingham,wa,98229,us,physical,whatcom,4059,mangled_name|mangled_url,1
vietnam veterans of america #165,services for veterans of vietnam and the vietnam-era and their families.,http://www.vva165.org,625 north state street,,bellingham,wa,98225,us,physical,whatcom,,,0
vietnam veterans ofamerica #165,services for veterans of vietnam and the vietnam-era and their families.,http://www.vva16o.org/,625 north state street,,bellingham,wa,98225,us,physical,whatcom,4061,mangled_name|mangled_url|street_dup,1
blaine food bank,community food bank that offers food to anyone in need.,https://www.blainefoodbank.org,500 c street,,blaine,wa,98230,us,physical,whatcom,,,0
blaine food bank,community food bank that offers food to anyone in need.,http://blainefoodbank.org,500 c street,,blaine,wa,98230,us,physical,whatcom,4063,mangled_url|street_dup,1
brigid collins family support center,"works to end child abuse in both whatcom and skagit counties. connects with local law enforcement jurisdictions, prosecuting attorneys, medical providers, child protection workers and therapists from both counties.",http://www.brigidcollins.org,1231 north garden street,suite 200,bellingham,wa,98225,us,physical,whatcom,,,0
whatcom humane society,"advocate for animals by educating the community to promote humane treatment and respect for animals and provide for abandoned, injured, abused or neglected animals.",http://www.whatcomhumane.org,2172 division street,,bellingham,wa,98226,us,physical,whatcom,,,0
whatco humne socity,"advocate for animals by educating the community to promote humane treatment and respect for animals and provide for abandoned, injured, abused or neglected animals.",http://www.wtatcomhumane.org/,2172 division street,,bellingham,wa,98226,us,physical,whatcom,4066,mangled_name|mangled_url|street_dup,1
interfaith coalition of whatcom county,interfaith coalition collaborates with agencies and faith communities to fill gaps in human services and to meet housing and other needs of marginalized people.,http://www.interfaith-coalition.org,495 east bakerview road,,bellingham,wa,98226,us,physical,whatcom,,,0
interfaith coalition of whatcom county,interfaith coalition collaborates with agencies and faith communities to fill gaps in human services and to meet housing and other needs of marginalized people.,http://interfaith-eoalition.org,495 east bakerview road,,bellingham,wa,98226,us,physical,whatcom,4068,mangled_url,1
interfaith coalition of whatcom county,interfaith coalition collaborates with agencies and faith communities to fill gaps in human services and to meet housing and other needs of marginalized people.,http://www.interfaith-coalition.org,400 north commercial street,,bellingham,wa,98225,us,physical,whatcom,,,0
interfaith coalition of whatcom county,interfaith coalition collaborates with agencies and faith communities to fill gaps in human services and to meet housing and other needs of marginalized people.,http://interfaith-coalition.org,400 north commercial street,,bellingham,wa,98225,us,physical,whatcom,4070,mangled_url|street_dup,1
northwest braille services,a non-profit agency providing braille services.,,6162 aquarius avenue,,ferndale,wa,98248,us,physical,whatcom,,,0
northwestgbrall services,a non-profit agency providing braille services.,,6162 aquarius avenue,,ferndale,wa,98248,us,physical,whatcom,4072,mangled_name,1
boys and girls clubs of whatcom county,provides affordable after school youth services in whatcom county.,http://www.whatcomclubs.org,1715 kentucky street,,bellingham,wa,98229,us,physical,whatcom,,,0
bous and girls clubs of whatcom county,provides affordable after school youth services in whatcom county.,http://whatcomclubs.org,1715 kentucky street,,bellingham,wa,98229,us,physical,whatcom,4074,mangled_name|mangled_url,1
boys and girls clubs of whatcom county,provides affordable after school youth services in whatcom county.,http://www.whatcomclubs.org,2015 cherry street,,ferndale,wa,98248,us,physical,whatcom,,,0
boys ad girls clbs o whatcom county,provides affordable after school youth services in whatcom county.,http://whatcomclubs.obg/,2015 cherry street,,ferndale,wa,98248,us,physical,whatcom,4076,mangled_name|mangled_url|street_dup,1
boys and girls clubs of whatcom county,provides affordable after school youth services in whatcom county.,http://www.whatcomclubs.org,8800 bender road,,lynden,wa,98264,us,physical,whatcom,,,0
boys and girls clubsof whatcom county,provides affordable after school youth services in whatcom county.,hmtp://www.whatcomclubs.org,8800 bender road,,lynden,wa,98264,us,physical,whatcom,4078,mangled_name|mangled_url,1
boys and girls clubs of whatcom county,provides affordable after school youth services in whatcom county.,http://www.whatcomclubs.org,635 8th street,,blaine,wa,98230,us,physical,whatcom,,,0
boys and girls clubs of whatcom county,provides affordable after school youth services in whatcom county.,http:/kwww.whatyomclubs.org/,635 8th street,,blaine,wa,98230,us,physical,whatcom,4080,mangled_url,1
we care of whatcom county,"provides inexpensive clothing, furniture and housewares to residents of whatcom county.",,3550 meridian street,suite 2,bellingham,wa,98225,us,physical,whatcom,,,0
we care ofwwhatcom couny,"provides inexpensive clothing, furniture and housewares to residents of whatcom county.",,3550 meridian street,suite 2,bellingham,wa,98225,us,physical,whatcom,4082,mangled_name|street_dup,1
hope house,"hope house is a multi-service center and collaborative effort between multiple non-profit agencies to provide clothing, housewares, emergency food,  hygiene, personal care, diapers, school supplies, flashlights, soaps and supplies for those in need.",https://www.assumption.org/hope-house.html,207 kentucky street,,bellingham,wa,98225,us,physical,whatcom,,,0
hope house,"hope house is a multi-service center and collaborative effort between multiple non-profit agencies to provide clothing, housewares, emergency food,  hygiene, personal care, diapers, school supplies, flashlights, soaps and supplies for those in need.",https://www.asdumption.org/hope-house.html,207 kentucky street,,bellingham,wa,98225,us,physical,whatcom,4084,mangled_url,1
whatcom county pregnancy clinic,"provides services for educating, equipping, and empowering individuals and families facing an unplanned pregnancy by offering a compassionate and confidential environment for patients to be heard and to receive accurate information and medical care.",http://www.whatcomclinic.com,1310 north state street,,bellingham,wa,98225,us,physical,whatcom,,,0
wratcom kounty pregnancy clinic,"provides services for educating, equipping, and empowering individuals and families facing an unplanned pregnancy by offering a compassionate and confidential environment for patients to be heard and to receive accurate information and medical care.",http://www.whatcomclinic.com,1310 north state street,,bellingham,wa,98225,us,physical,whatcom,4086,mangled_name|street_dup,1
new way ministries,"a non-profit faith based organization that provides transitional housing for women and their children.  a program designed to assist families in crisis by providing stable housing, dependable income and resources for help and encouragement.",http://www.christianhopeassociation.org,205 south british columbia avenue,,lynden,wa,98264,us,physical,whatcom,,,0
catholic community services of western washington in whatcom county,"provides social, mental health and chemical dependency services to residents of whatcom county.",http://www.ccsww.org,1133 railroad avenue,suite 100,bellingham,wa,98225,us,physical,whatcom,,,0
ntholic community servichseof western washington in whatcom couty,"provides social, mental health and chemical dependency services to residents of whatcom county.",http://ccsww.mrg,1133 railroad avenue,suite 100,bellingham,wa,98225,us,physical,whatcom,4089,mangled_name|mangled_url|street_dup,1
catholic community services of western washington in whatcom county,"provides social, mental health and chemical dependency services to residents of whatcom county.",http://www.ccsww.org,515 lakeway drive,,bellingham,wa,98225,us,physical,whatcom,,,0
catholic community services of western washington in jhatcom county,"provides social, mental health and chemical dependency services to residents of whatcom county.",http://www.ccsww.org,515 lakeway drive,,bellingham,wa,98225,us,physical,whatcom,4091,mangled_name,1
pflag whatcom,"a volunteer group providing support, education and advocacy for lgbtq+ people, their family and friends.",http://www.whatcompflag.org,405 east holly street,,bellingham,wa,98225,us,physical,whatcom,,,0
pflag whatcom,"a volunteer group providing support, education and advocacy for lgbtq+ people, their family and friends.",http://wwn.whatpompflag.org/,405 east holly street,,bellingham,wa,98225,us,physical,whatcom,4093,mangled_url|street_dup,1
"work opportunities, inc.","an agency which provides vocational rehabilitation and employment services to persons with mental, physical, emotional and sensory disabilities, so they might obtain the training and employment experiences they need to achieve economic self-sufficiency.  www.workopportunities.org",http://www.workopportunities.org,192 east bakerview road,#202,bellingham,wa,98226,us,physical,whatcom,,,0
"work opportunitie, inc.","an agency which provides vocational rehabilitation and employment services to persons with mental, physical, emotional and sensory disabilities, so they might obtain the training and employment experiences they need to achieve economic self-sufficiency.  www.workopportunities.org",http://www.workopportunities.org/,192 east bakerview road,#202,bellingham,wa,98226,us,physical,whatcom,4095,mangled_name|mangled_url,1
bellingham food bank,"bellingham food bank provides emergency food to those in need residing in bellingham.  it is the lead agency for whatcom county food banks in ferndale, lynden, everson, deming, blaine, and lummi island.",http://bellinghamfoodbank.org,1824 ellis street,,bellingham,wa,98225,us,physical,whatcom,,,0
bellinghamofoodbank,"bellingham food bank provides emergency food to those in need residing in bellingham.  it is the lead agency for whatcom county food banks in ferndale, lynden, everson, deming, blaine, and lummi island.",http://bellinghamfoodbank.org,1824 ellis street,,bellingham,wa,98225,us,physical,whatcom,4097,mangled_name,1
bellingham food bank,"bellingham food bank provides emergency food to those in need residing in bellingham.  it is the lead agency for whatcom county food banks in ferndale, lynden, everson, deming, blaine, and lummi island.",http://bellinghamfoodbank.org,4173 meridian street,,bellingham,wa,98226,us,physical,whatcom,,,0
belingham food bank,"bellingham food bank provides emergency food to those in need residing in bellingham.  it is the lead agency for whatcom county food banks in ferndale, lynden, everson, deming, blaine, and lummi island.",http://bellinghamfuodbank.org/,4173 meridian street,,bellingham,wa,98226,us,physical,whatcom,4099,mangled_name|mangled_url|street_dup,1
bellingham food bank,"bellingham food bank provides emergency food to those in need residing in bellingham.  it is the lead agency for whatcom county food banks in ferndale, lynden, everson, deming, blaine, and lummi island.",http://bellinghamfoodbank.org,2717 alderwood avenue,,bellingham,wa,98225,us,physical,whatcom,,,0
bellingham fod bank,"bellingham food bank provides emergency food to those in need residing in bellingham.  it is the lead agency for whatcom county food banks in ferndale, lynden, everson, deming, blaine, and lummi island.",http://bellinghamfoodbank.org,2717 alderwood avenue,,bellingham,wa,98225,us,physical,whatcom,4101,mangled_name,1
bellingham food bank,"bellingham food bank provides emergency food to those in need residing in bellingham.  it is the lead agency for whatcom county food banks in ferndale, lynden, everson, deming, blaine, and lummi island.",http://bellinghamfoodbank.org,2020 cornwall avenue,,bellingham,wa,98225,us,physical,whatcom,,,0
bellingham food bank,"bellingham food bank provides emergency food to those in need residing in bellingham.  it is the lead agency for whatcom county food banks in ferndale, lynden, everson, deming, blaine, and lummi island.",nttp://bellinghamfiodbank.org,2020 cornwall avenue,,bellingham,wa,98225,us,physical,whatcom,4103,mangled_url,1
bellingham food bank,"bellingham food bank provides emergency food to those in need residing in bellingham.  it is the lead agency for whatcom county food banks in ferndale, lynden, everson, deming, blaine, and lummi island.",http://bellinghamfoodbank.org,1175 jersey street,,bellingham,wa,98225,us,physical,whatcom,,,0
bellingham food baqk,"bellingham food bank provides emergency food to those in need residing in bellingham.  it is the lead agency for whatcom county food banks in ferndale, lynden, everson, deming, blaine, and lummi island.",http://bellinghamfoodbank.com/,1175 jersey street,,bellingham,wa,98225,us,physical,whatcom,4105,mangled_name|mangled_url|street_dup,1
bellingham public library,"provides library services, circulating 1.6 million items annually to more than 59,000 registered cardholders. it is a department of the city of bellingham and is funded by city taxes.",http://www.bellinghampubliclibrary.org,210 central avenue,,bellingham,wa,98225,us,physical,whatcom,,,0
bellinghaf publis ibrary,"provides library services, circulating 1.6 million items annually to more than 59,000 registered cardholders. it is a department of the city of bellingham and is funded by city taxes.",http:/pwww.bellinghampubliclibrary.org,210 central avenue,,bellingham,wa,98225,us,physical,whatcom,4107,mangled_name|mangled_url,1
bellingham public library,"provides library services, circulating 1.6 million items annually to more than 59,000 registered cardholders. it is a department of the city of bellingham and is funded by city taxes.",http://www.bellinghampubliclibrary.org,1117 12th street,,bellingham,wa,98225,us,physical,whatcom,,,0
belldngham public library,"provides library services, circulating 1.6 million items annually to more than 59,000 registered cardholders. it is a department of the city of bellingham and is funded by city taxes.",http://bellinghampubliclibrary.org,1117 12th street,,bellingham,wa,98225,us,physical,whatcom,4109,mangled_name|mangled_url|street_dup,1
bellingham public library,"provides library services, circulating 1.6 million items annually to more than 59,000 registered cardholders. it is a department of the city of bellingham and is funded by city taxes.",http://www.bellinghampubliclibrary.org,3111 newmarket street,suite 103,bellingham,wa,98226,us,physical,whatcom,,,0
bellingha public ibrary,"provides library services, circulating 1.6 million items annually to more than 59,000 registered cardholders. it is a department of the city of bellingham and is funded by city taxes.",http:l/www.bellinghampubliclibrary.org/,3111 newmarket street,suite 103,bellingham,wa,98226,us,physical,whatcom,4111,mangled_name|mangled_url,1
blue skies for children,"blue skies for children is a 501(c)3 organization located in whatcom county that grants little wishes for homeless, low-income and foster youth, ages 6-18.",http://www.blueskiesforchildren.org,2505 cedarwood avenue,suite 5,bellingham,wa,98225,us,physical,whatcom,,,0
blue skies for children,"blue skies for children is a 501(c)3 organization located in whatcom county that grants little wishes for homeless, low-income and foster youth, ages 6-18.",http://www.blueskiesfoxchildren.org/,2505 cedarwood avenue,suite 5,bellingham,wa,98225,us,physical,whatcom,4113,mangled_url|street_dup,1
camp fire samish,"camp fire’s all-inclusive programs provide a nurturing, constructive and fun environments for young people to discover their sparks - unique skills, passions, and interests through club programs, self-reliance classes, community service, and camp experiences.",http://www.campfiresamishcouncil.org,1321 king street,#3,bellingham,wa,98229,us,physical,whatcom,,,0
camp fire samish,"camp fire’s all-inclusive programs provide a nurturing, constructive and fun environments for young people to discover their sparks - unique skills, passions, and interests through club programs, self-reliance classes, community service, and camp experiences.",http://wuw.campfiresamishcouncil.org,1321 king street,#3,bellingham,wa,98229,us,physical,whatcom,4115,mangled_url,1
laurel church,provides basic needs to those in the community.,http://www.laurelchurch.us,162 w laurel rd,,bellingham,wa,98226,us,physical,whatcom,,,0
laurel church,provides basic needs to those in the community.,http://www.laurelchurch.usn,162 w laurel rd,,bellingham,wa,98226,us,physical,whatcom,4117,mangled_url,1
lummi nation,"coast salish people with a rich history, culture and traditions. fishers, hunters, gatherers, and harvesters of nature's abundance. lummi's envision their homeland as a place where they enjoy an abundant, safe, and healthy life in mind, body, society, environment, space, time and spirituality; where all are encouraged to succeed and none are left behind.",https://www.lummi-nsn.gov,2665 kwina road,,bellingham,wa,98226,us,physical,whatcom,,,0
lummi nation,"coast salish people with a rich history, culture and traditions. fishers, hunters, gatherers, and harvesters of nature's abundance. lummi's envision their homeland as a place where they enjoy an abundant, safe, and healthy life in mind, body, society, environment, space, time and spirituality; where all are encouraged to succeed and none are left behind.",https://www.lummi-nsn.com,2665 kwina road,,bellingham,wa,98226,us,physical,whatcom,4119,mangled_url|street_dup,1
lummi nation,"coast salish people with a rich history, culture and traditions. fishers, hunters, gatherers, and harvesters of nature's abundance. lummi's envision their homeland as a place where they enjoy an abundant, safe, and healthy life in mind, body, society, environment, space, time and spirituality; where all are encouraged to succeed and none are left behind.",https://www.lummi-nsn.gov,2616 kwina road,,bellingham,wa,98226,us,physical,whatcom,,,0
