,id,company_name,address_1,address_2,city,state_province,postal_code,url,description,duplicate_id,duplicate_type,cluster id,confidence
39,d34449ef-9ded-41d6-ae9b-a7f5bf6fc04c,bellingham whatcom county housing authorities,208 unity st,,bellingham,wa,98225,http://www.bellinghamhousing.org,the housing authority of the city of bellingham is a local government agency that serves thousands of residents in whatcom county. the bellingham housing authority and the whatcom county housing authority work together to provide needed housing in our community.,9baec3e4-8ac7-4eae-8c35-68ebbb29d3ab,street_dup,93,1.0
40,19d2f881-6af2-406e-96dd-f1518eaadbcf,whatcom county courts,311 grand avenue,suite 501,bellingham,wa,98225,http://www.courts.wa.gov/court_dir/orgs/296.html,civil and criminal courts.,,,13,0.47917941267986786
41,50ca4a84-88d5-4867-9caf-aa5058d1ce81,whatcom county courts,1020 north state street,,bellingham,wa,98225,http://www.courts.wa.gov/court_dir/orgs/296.html,civil and criminal courts.,,,94,1.0
42,dfc75e1e-f43d-41e0-9982-ca8d511effab,whatcom county courts,1020 north state street,,bellingham,wa,98225,http://www.courts.wa.gov/court_dir/orgs/296.html,civil and criminal courts.,50ca4a84-88d5-4867-9caf-aa5058d1ce81,street_dup,95,1.0
43,c1221a15-553b-404b-adca-90ed812cecbb,whatcom county courts,311 grand avenue,suite 301,bellingham,wa,98225,http://www.courts.wa.gov/court_dir/orgs/296.html,civil and criminal courts.,,,13,0.47917941267986786
44,0380a388-0df3-4877-833f-d41696a851db,whatcom county courts,311 grand avenue,suite 401,bellingham,wa,98225,http://www.courts.wa.gov/court_dir/orgs/296.html,civil and criminal courts.,,,13,0.47917941267986786
45,ccd69a32-bf5e-4b86-8675-753563ebb426,whatcom county courts,311 grand avenue,suite 401,bellingham,wa,98225,http://www.courts.wa.gov/court_dir/orgs/296.html,civil and criminal courts.,0380a388-0df3-4877-833f-d41696a851db,street_dup,13,0.47917941267986786
46,ec6170ac-52b9-48cc-8171-e3a08cce2119,whatcom county courts,2014 c street,,bellingham,wa,98225,http://www.courts.wa.gov/court_dir/orgs/296.html,civil and criminal courts.,,,96,1.0
47,5dccfd44-b839-45ee-a587-1c03ddb97ced,whatcom county courts,2014 c st.,,bellingham,wa,98225,http://www.courts.wa.gov/court_dir/orgs/296.html,civil and criminal courts.,ec6170ac-52b9-48cc-8171-e3a08cce2119,street_dup,97,1.0
48,9fde2109-aac7-4e39-bacd-62d294a6f3e4,whatcom county courts,435 martin st,suite 4000,blaine,wa,98230,http://www.courts.wa.gov/court_dir/orgs/296.html,civil and criminal courts.,,,14,0.4243024030193223
49,3f5105eb-f830-49f8-8064-90e2b2ee069a,whatcom county courts,111 w main st,,everson,wa,98247,http://www.courts.wa.gov/court_dir/orgs/296.html,civil and criminal courts.,,,15,0.61418276201071
50,5e43a51e-9709-47ef-b19e-0309b2b382fb,whatcom county courts,5694 2nd avenue,,ferndale,wa,98248,http://www.courts.wa.gov/court_dir/orgs/296.html,civil and criminal courts.,,,16,0.4264532966236947
51,f0d8c565-0391-4ef9-8e52-f86422594d2b,whatcom county courts,5694 2nd ave.,,ferndale,wa,98248,http://www.courts.wa.gov/court_dir/orgs/296.html,civil and criminal courts.,5e43a51e-9709-47ef-b19e-0309b2b382fb,street_dup,16,0.42640845277103556
52,12d08cee-c0d1-44b2-9ae0-eabc6c1ada0d,whatcom county courts,205 4th street,,lynden,wa,98264,http://www.courts.wa.gov/court_dir/orgs/296.html,civil and criminal courts.,,,17,0.7593149520198541
53,3ccb12b5-bf08-4bab-97f7-dd524d7d0ff1,whatcom county courts,433 cherry street,,sumas,wa,98295,http://www.courts.wa.gov/court_dir/orgs/296.html,civil and criminal courts.,,,98,1.0
54,4c8d150f-9ab9-42e7-bdd4-ba9563e74c2a,whatcom county sheriffs office,311 grand avenue,,bellingham,wa,98225,http://www.co.whatcom.wa.us/sheriff/,law enforcement agency.,,,99,1.0
55,b07ddfef-6f69-47f5-8ab7-ffd4b595d6e7,whatcom county sheriffs office,311 grand avenue,,bellingham,wa,98225,http://www.co.whatcom.wa.us/sheriff/,law enforcement agency.,4c8d150f-9ab9-42e7-bdd4-ba9563e74c2a,street_dup,100,1.0
56,522c687c-7c9c-45d4-8430-1011f6ff0890,lydia place,1701 gladstone street,,bellingham,wa,98229,http://www.lydiaplace.org,the mission of lydia place is to disrupt the cycle of homelessness and promote sustained independence for current and future generations.,,,101,1.0
57,74f50588-b37f-4e5b-abf4-4fcfa34c197b,vietnam veterans of america 165,625 north state street,,bellingham,wa,98225,http://www.vva165.org,services for veterans of vietnam and the vietnam-era and their families.,,,102,1.0
58,4ad1cab3-0d70-4dbd-bf88-53989dfda269,vietnam veterans of america 165,625 north state st,,bellingham,wa,98225,http://www.vva165.org,services for veterans of vietnam and the vietnam-era and their families.,74f50588-b37f-4e5b-abf4-4fcfa34c197b,street_dup,103,1.0
59,fe690b07-739d-4a77-b2f4-60597a843c8d,blaine food bank,500 c street,,blaine,wa,98230,https://www.blainefoodbank.org,community food bank that offers food to anyone in need.,,,104,1.0
60,5febabba-7fb9-4bbc-8339-3b81999f0321,brigid collins family support center,1231 north garden street,suite 200,bellingham,wa,98225,http://www.brigidcollins.org,"works to end child abuse in both whatcom and skagit counties. connects with local law enforcement jurisdictions, prosecuting attorneys, medical providers, child protection workers and therapists from both counties.",,,105,1.0
61,c32e5da3-a6b3-4671-b74b-bc589f3df8c4,whatcom humane society,2172 division street,,bellingham,wa,98226,http://www.whatcomhumane.org,"advocate for animals by educating the community to promote humane treatment and respect for animals and provide for abandoned, injured, abused or neglected animals.",,,106,1.0
62,aa83f305-5f02-4e33-a898-0b6f2427fd34,whatcom humane society,2172 division st.,,bellingham,wa,98226,http://www.whatcomhumane.org,"advocate for animals by educating the community to promote humane treatment and respect for animals and provide for abandoned, injured, abused or neglected animals.",c32e5da3-a6b3-4671-b74b-bc589f3df8c4,street_dup,107,1.0
63,d0092c33-fcdc-4ee9-9da0-72b198519258,interfaith coalition of whatcom county,495 east bakerview road,,bellingham,wa,98226,http://www.interfaith-coalition.org,interfaith coalition collaborates with agencies and faith communities to fill gaps in human services and to meet housing and other needs of marginalized people.,,,108,1.0
64,1b2cb28c-2338-48e5-9679-ac5f69ca616e,interfaith coalition of whatcom county,495 east bakerview rd,,bellingham,wa,98226,http://www.interfaith-coalition.org,interfaith coalition collaborates with agencies and faith communities to fill gaps in human services and to meet housing and other needs of marginalized people.,d0092c33-fcdc-4ee9-9da0-72b198519258,street_dup,109,1.0
65,a04334d2-1d51-4a76-b275-ab96503f65f2,interfaith coalition of whatcom county,400 north commercial street,,bellingham,wa,98225,http://www.interfaith-coalition.org,interfaith coalition collaborates with agencies and faith communities to fill gaps in human services and to meet housing and other needs of marginalized people.,,,110,1.0
66,ea8c56c5-68b9-487e-9058-7a7dc407da74,northwest braille services,6162 aquarius avenue,,ferndale,wa,98248,,a non-profit agency providing braille services.,,,111,1.0
67,97a131f7-2e10-4e22-b20b-65f9c1a1b5bf,boys and girls clubs of whatcom county,1715 kentucky street,,bellingham,wa,98229,http://www.whatcomclubs.org,provides affordable after school youth services in whatcom county.,,,112,1.0
68,29486f85-fc8f-4b0c-92f2-ca830a1616c2,boys and girls clubs of whatcom county,1715 kentucky str,,bellingham,wa,98229,http://www.whatcomclubs.org,provides affordable after school youth services in whatcom county.,97a131f7-2e10-4e22-b20b-65f9c1a1b5bf,street_dup,113,1.0
69,3ab8d19e-8e94-4a18-893a-9e49df6ef7ca,boys and girls clubs of whatcom county,2015 cherry street,,ferndale,wa,98248,http://www.whatcomclubs.org,provides affordable after school youth services in whatcom county.,,,114,1.0
70,5ce05c7e-467a-49a5-9194-b5ecba1bc19f,boys and girls clubs of whatcom county,2015 cherry str.,,ferndale,wa,98248,http://www.whatcomclubs.org,provides affordable after school youth services in whatcom county.,3ab8d19e-8e94-4a18-893a-9e49df6ef7ca,street_dup,115,1.0
71,d0d806f7-796f-472c-b0da-d50d25f2d169,boys and girls clubs of whatcom county,8800 bender road,,lynden,wa,98264,http://www.whatcomclubs.org,provides affordable after school youth services in whatcom county.,,,116,1.0
72,0dd5360a-787f-4603-9c03-16ce5a5cfb2c,boys and girls clubs of whatcom county,8800 bender rd.,,lynden,wa,98264,http://www.whatcomclubs.org,provides affordable after school youth services in whatcom county.,d0d806f7-796f-472c-b0da-d50d25f2d169,street_dup,117,1.0
73,ab966448-5d4a-4e89-a438-e815a9fa2b57,boys and girls clubs of whatcom county,635 8th street,,blaine,wa,98230,http://www.whatcomclubs.org,provides affordable after school youth services in whatcom county.,,,118,1.0
74,99c0982b-fd3e-45cf-a9da-c7a4abb24521,we care of whatcom county,3550 meridian street,suite 2,bellingham,wa,98225,,"provides inexpensive clothing, furniture and housewares to residents of whatcom county.",,,18,0.9843519279953278
75,7f9c5536-e9f0-4747-aba9-e5f7e2546fbd,we care of whatcom county,3550 meridian st,suite 2,bellingham,wa,98225,,"provides inexpensive clothing, furniture and housewares to residents of whatcom county.",99c0982b-fd3e-45cf-a9da-c7a4abb24521,street_dup,18,0.9768227545347866
76,af402bd9-b70c-4dd2-9e71-d4edd40f376c,hope house,207 kentucky street,,bellingham,wa,98225,https://www.assumption.org/hope-house.html,"hope house is a multi-service center and collaborative effort between multiple non-profit agencies to provide clothing, housewares, emergency food, hygiene, personal care, diapers, school supplies, flashlights, soaps and supplies for those in need.",,,42,0.9907813071341335
77,fd2b7496-0898-427b-b99f-2b14f6572208,whatcom county pregnancy clinic,1310 north state street,,bellingham,wa,98225,http://www.whatcomclinic.com,"provides services for educating, equipping, and empowering individuals and families facing an unplanned pregnancy by offering a compassionate and confidential environment for patients to be heard and to receive accurate information and medical care.",,,119,1.0
78,6f3d7f6e-ad62-4ab9-b000-710f342e68a5,new way ministries,205 south british columbia avenue,,lynden,wa,98264,http://www.christianhopeassociation.org,"a non-profit faith based organization that provides transitional housing for women and their children. a program designed to assist families in crisis by providing stable housing, dependable income and resources for help and encouragement.",,,120,1.0
79,f42d1612-5f9b-4c58-881c-baa96d95ff34,new way ministries,205 south british columbia ave,,lynden,wa,98264,http://www.christianhopeassociation.org,"a non-profit faith based organization that provides transitional housing for women and their children. a program designed to assist families in crisis by providing stable housing, dependable income and resources for help and encouragement.",6f3d7f6e-ad62-4ab9-b000-710f342e68a5,street_dup,121,1.0
80,18f8e8cf-e401-4aa0-becb-7bc0d3d772e9,catholic community services of western washington in whatcom county,1133 railroad avenue,suite 100,bellingham,wa,98225,http://www.ccsww.org,"provides social, mental health and chemical dependency services to residents of whatcom county.",,,19,0.6139541855191024
81,1647daaf-2129-4372-bdd3-411c627408fc,catholic community services of western washington in whatcom county,515 lakeway drive,,bellingham,wa,98225,http://www.ccsww.org,"provides social, mental health and chemical dependency services to residents of whatcom county.",,,122,1.0
82,d4417f41-34f6-4f9f-a1bd-a1f4593bd5d6,catholic community services of western washington in whatcom county,515 lakeway drive,,bellingham,wa,98225,http://www.ccsww.org,"provides social, mental health and chemical dependency services to residents of whatcom county.",1647daaf-2129-4372-bdd3-411c627408fc,street_dup,123,1.0
83,03cba5ef-140c-4075-9439-0286a4871981,pflag whatcom,405 east holly street,,bellingham,wa,98225,http://www.whatcompflag.org,"a volunteer group providing support, education and advocacy for lgbtq people, their family and friends.",,,124,1.0
84,7a4e11d8-fb8d-40b5-8ef4-c57c54bc9e8f,"work opportunities, inc.",192 east bakerview road,202,bellingham,wa,98226,http://www.workopportunities.org,"an agency which provides vocational rehabilitation and employment services to persons with mental, physical, emotional and sensory disabilities, so they might obtain the training and employment experiences they need to achieve economic self-sufficiency. www.workopportunities.org",,,5,0.47473001269749315
85,668f0fa5-fd6e-4601-9b66-393d33e35d67,whatcom transportation authority (wta),4111 bakerview spur,,bellingham,wa,98226,http://www.ridewta.com,"provides fixed route, paratransit and vanpool service throughout whatcom county.",90cb3fb4-6fa7-4eac-adb4-5a3664fbfdb3,street_dup,125,1.0
86,f77c636d-b7c8-4d93-9e5b-1136feaaaa64,"work opportunities, inc.",192 east bakerview road,202,bellingham,wa,98226,http://www.workopportunities.org,"an agency which provides vocational rehabilitation and employment services to persons with mental, physical, emotional and sensory disabilities, so they might obtain the training and employment experiences they need to achieve economic self-sufficiency. www.workopportunities.org",7a4e11d8-fb8d-40b5-8ef4-c57c54bc9e8f,street_dup,5,0.47473001269749315
87,94e8fad6-977e-490c-8c48-417db8fa1da2,bellingham food bank,1824 ellis street,,bellingham,wa,98225,http://bellinghamfoodbank.org,"bellingham food bank provides emergency food to those in need residing in bellingham. it is the lead agency for whatcom county food banks in ferndale, lynden, everson, deming, blaine, and lummi island.",,,126,1.0
88,bfaf77dd-8990-4738-aa52-799fe0b835bb,bellingham food bank,1824 ellis st,,bellingham,wa,98225,http://bellinghamfoodbank.org,"bellingham food bank provides emergency food to those in need residing in bellingham. it is the lead agency for whatcom county food banks in ferndale, lynden, everson, deming, blaine, and lummi island.",94e8fad6-977e-490c-8c48-417db8fa1da2,street_dup,127,1.0
89,f4671d94-838c-47b9-baab-001d5468ea39,bellingham food bank,4173 meridian street,,bellingham,wa,98226,http://bellinghamfoodbank.org,"bellingham food bank provides emergency food to those in need residing in bellingham. it is the lead agency for whatcom county food banks in ferndale, lynden, everson, deming, blaine, and lummi island.",,,20,0.2822040886878334
90,ba25d498-2997-4667-bd4b-a34b6c41d3ac,bellingham food bank,4173 meridian st,,bellingham,wa,98226,http://bellinghamfoodbank.org,"bellingham food bank provides emergency food to those in need residing in bellingham. it is the lead agency for whatcom county food banks in ferndale, lynden, everson, deming, blaine, and lummi island.",f4671d94-838c-47b9-baab-001d5468ea39,street_dup,20,0.32492330351078247
91,dd41872b-3b71-407a-953e-5d621a41a3b0,bellingham food bank,2717 alderwood avenue,,bellingham,wa,98225,http://bellinghamfoodbank.org,"bellingham food bank provides emergency food to those in need residing in bellingham. it is the lead agency for whatcom county food banks in ferndale, lynden, everson, deming, blaine, and lummi island.",,,128,1.0
92,2bf48829-8717-463a-87c9-e1199c36e677,bellingham food bank,2717 alderwood ave,,bellingham,wa,98225,http://bellinghamfoodbank.org,"bellingham food bank provides emergency food to those in need residing in bellingham. it is the lead agency for whatcom county food banks in ferndale, lynden, everson, deming, blaine, and lummi island.",dd41872b-3b71-407a-953e-5d621a41a3b0,street_dup,129,1.0
93,a0bfddb4-80be-453c-8c1d-79ed0d513458,bellingham food bank,2020 cornwall avenue,,bellingham,wa,98225,http://bellinghamfoodbank.org,"bellingham food bank provides emergency food to those in need residing in bellingham. it is the lead agency for whatcom county food banks in ferndale, lynden, everson, deming, blaine, and lummi island.",,,130,1.0
94,41dfaa91-a587-425e-9c49-54cac63138a5,bellingham food bank,1175 jersey street,,bellingham,wa,98225,http://bellinghamfoodbank.org,"bellingham food bank provides emergency food to those in need residing in bellingham. it is the lead agency for whatcom county food banks in ferndale, lynden, everson, deming, blaine, and lummi island.",,,131,1.0
95,c54843a2-ecc1-4b50-880d-c4b79f9ecce1,bellingham food bank,1175 jersey st,,bellingham,wa,98225,http://bellinghamfoodbank.org,"bellingham food bank provides emergency food to those in need residing in bellingham. it is the lead agency for whatcom county food banks in ferndale, lynden, everson, deming, blaine, and lummi island.",41dfaa91-a587-425e-9c49-54cac63138a5,street_dup,132,1.0
96,daddda7c-8b16-4713-af98-13c7440a4b18,bellingham public library,210 central avenue,,bellingham,wa,98225,http://www.bellinghampubliclibrary.org,"provides library services, circulating 1.6 million items annually to more than 59,000 registered cardholders. it is a department of the city of bellingham and is funded by city taxes.",,,21,0.43269934338423865
97,f66b7c10-eb70-4134-ba75-aeb101effcf1,bellingham public library,210 central ave.,,bellingham,wa,98225,http://www.bellinghampubliclibrary.org,"provides library services, circulating 1.6 million items annually to more than 59,000 registered cardholders. it is a department of the city of bellingham and is funded by city taxes.",daddda7c-8b16-4713-af98-13c7440a4b18,street_dup,133,1.0
98,d0d0ea41-97cb-499f-b604-4beb722ab782,bellingham public library,1117 12th street,,bellingham,wa,98225,http://www.bellinghampubliclibrary.org,"provides library services, circulating 1.6 million items annually to more than 59,000 registered cardholders. it is a department of the city of bellingham and is funded by city taxes.",,,11,0.3721231353244062
99,ea449034-9c60-4fbd-840a-53506eeb9dd9,bellingham public library,1117 12th st.,,bellingham,wa,98225,http://www.bellinghampubliclibrary.org,"provides library services, circulating 1.6 million items annually to more than 59,000 registered cardholders. it is a department of the city of bellingham and is funded by city taxes.",d0d0ea41-97cb-499f-b604-4beb722ab782,street_dup,134,1.0
100,166b6305-d5aa-456f-9bdf-b3a332e5cae1,bellingham public library,3111 newmarket street,suite 103,bellingham,wa,98226,http://www.bellinghampubliclibrary.org,"provides library services, circulating 1.6 million items annually to more than 59,000 registered cardholders. it is a department of the city of bellingham and is funded by city taxes.",,,22,0.9988524217884777
101,58912172-bc67-4c77-ae87-0ff80499cb35,blue skies for children,2505 cedarwood avenue,suite 5,bellingham,wa,98225,http://www.blueskiesforchildren.org,"blue skies for children is a 501(c)3 organization located in whatcom county that grants little wishes for homeless, low-income and foster youth, ages 6-18.",,,135,1.0
102,72653354-85c7-4ea9-85b3-e560f7e92a38,camp fire samish,1321 king street,3,bellingham,wa,98229,http://www.campfiresamishcouncil.org,"camp fires all-inclusive programs provide a nurturing, constructive and fun environments for young people to discover their sparks - unique skills, passions, and interests through club programs, self-reliance classes, community service, and camp experiences.",,,136,1.0
103,02f84b74-cc07-4885-b5ca-cbcef6d3eafe,camp fire samish,1321 king str,3,bellingham,wa,98229,http://www.campfiresamishcouncil.org,"camp fires all-inclusive programs provide a nurturing, constructive and fun environments for young people to discover their sparks - unique skills, passions, and interests through club programs, self-reliance classes, community service, and camp experiences.",72653354-85c7-4ea9-85b3-e560f7e92a38,street_dup,137,1.0
104,48ee7121-cf67-4c31-ad3d-fb519a4e20d6,laurel church,162 w laurel rd,,bellingham,wa,98226,http://www.laurelchurch.us,provides basic needs to those in the community.,,,46,0.995375970450353
105,3a394ef7-602f-4170-b9bc-5954c4ba0ef0,lummi nation,2665 kwina road,,bellingham,wa,98226,https://www.lummi-nsn.gov,"coast salish people with a rich history, culture and traditions. fishers, hunters, gatherers, and harvesters of natures abundance. lummis envision their homeland as a place where they enjoy an abundant, safe, and healthy life in mind, body, society, environment, space, time and spirituality where all are encouraged to succeed and none are left behind.",,,138,1.0
106,9f6330e6-c0eb-496d-a7d1-c76c87dcbd29,ywca of bellingham,1026 n forest st,,bellingham,wa,98225,http://www.ywcabellingham.org,ywca bellingham provides emergency and transitional housing for single women in whatcom county.,,,139,1.0
107,7c816b96-811e-4f96-9315-55adf286512c,lummi nation,2616 kwina road,,bellingham,wa,98226,https://www.lummi-nsn.gov,"coast salish people with a rich history, culture and traditions. fishers, hunters, gatherers, and harvesters of natures abundance. lummis envision their homeland as a place where they enjoy an abundant, safe, and healthy life in mind, body, society, environment, space, time and spirituality where all are encouraged to succeed and none are left behind.",,,140,1.0
